product_id,product_name,category,price,cost,stock_quantity,reorder_level
491,Move Toys 0491,Toys,268.31,182.27,506,127
492,Evidence Beauty 0492,Beauty,81.79,34.79,1792,195
493,Cause Clothing 0493,Clothing,20.95,12.86,1259,14
494,Worker Sports 0494,Sports,107.01,41.77,68,124
495,Happy Office 0495,Office,337.65,235.98,501,199
496,Upon Electronics 0496,Electronics,204.12,90.58,444,24
497,Authority Home 0497,Home & Garden,254.43,118.49,1670,197
498,Until Office 0498,Office,162.86,95.95,1377,92
499,Election Sports 0499,Sports,154.37,62.88,1352,143
500,Hope Sports 0500,Sports,209.71,96.48,1140,161
